,uuid,name_first,country,male,level,gender,F,M,?
36172,nz7uad14p9ftiv4muu8fukkal,Sharena,US,0.0,1.0,F,1.0,0.0,0.0
36173,nz85j43dvsrsw5d9yaq8948vy,Yiwen,US,0.0,1.0,F,1.0,0.0,0.0
36174,nz93mu4ym0c02tx07nlm75n7f,William,US,1.0,2.0,M,0.0,1.0,0.0
36175,nzak6293x073b8xfko3gw47wc,Zhiyu,CN,1.0,3.0,M,0.0,1.0,0.0
36176,nzarhrr2nkl2y6oupjgq30ls7,Huan,US,1.0,,,,,
36177,nzbaoinveevcfe29a03iey2sn,Junsheng,CN,,,,,,
36178,nzbmxka2klfixls9yrchs3ctv,Vinoda Kumar,IN,,,,,,
36179,nzdnxgonuw8fpv3egdauvcb8n,Renjun,CN,,,,,,
36180,nzdv7wysjg0bnnobcciedr6os,Seongwoo,KR,,,,,,
36181,nzei1ahoxaxfv5qi8r68jttm2,Luis,US,1.0,2.0,M,0.0,1.0,0.0
36182,nzge1z8koevbojx3fcwav562q,Vaideeswaran,IN,,,,,,
36183,nzgfpv8b3rlcijftoyhb6gv15,Tomotake,JP,,,,,,
36184,nzgnggi1qx353k8chs56sod3i,Tomohiko,JP,1.0,1.0,M,0.0,1.0,0.0
36185,nzgwdi0et0b279cdhjo8eg9sw,Marcus Matthias,DE,1.0,1.0,M,0.0,1.0,0.0
36186,nzi6ewidvittkzmmkzmyw9veu,Baoguo,CN,,,,,,
36187,nzjibfn92tga2pm86t6kkp17x,Bartosz,PL,1.0,1.0,M,0.0,1.0,0.0
36188,nzlk0n61da2f75bimg7fr3y92,Hicham,FR,1.0,2.0,M,0.0,1.0,0.0
36189,nzls0oct545jke7gmv7siupw9,Ahmad Abu Al,CA,1.0,1.0,M,0.0,1.0,0.0
36190,nzme4ee7p3cx5c0gs24qu10ea,Shaojun,CN,1.0,3.0,M,0.0,1.0,0.0
36191,nzms53eiac8g4kk16lkp8hv5z,Sujan,NL,1.0,2.0,M,0.0,1.0,0.0
36192,nzmttrl9no8scncq39b1eoffv,Steffen,DE,1.0,1.0,M,0.0,1.0,0.0
36193,nzpqip39fqlwidq6v12rvfgj4,Wen,NL,0.0,3.0,F,1.0,0.0,0.0
36194,nzqnpaau6lhu5y4buzqhuvim4,Daihyung,KR,,,,,,
36195,nzqrak1lxpw4hwxmtzjnsx89u,Qi,CN,1.0,3.0,M,0.0,1.0,0.0
36196,nzqyd2b8za67djyon4je37e3h,Chiwan,KR,,,,,,
36197,nzrkqwaymwkry1st36k6ttqzh,Martin,DE,1.0,1.0,M,0.0,1.0,0.0
36198,nzspk4d28vu6kejpmjtrg6dci,Arun,US,1.0,1.0,M,0.0,1.0,0.0
36199,nzt1h2umb0j2yko952mirjvop,Oh Nam,CN,1.0,3.0,M,0.0,1.0,0.0
36200,nzu1z7ndc9fd1l993larinfc1,Nayeoung,KR,,,,,,
36201,nzu4kwjly1vu4g2oqb4m9axqa,Jae Joon,KR,1.0,1.0,M,0.0,1.0,0.0
36202,nzu7rflxgmy149vpedhokg1ir,Swatantra Pratap,IL,,3.0,M,0.0,1.0,0.0
36203,nzv07ewbrvzi1o14oc2z3o561,Zheng,CN,1.0,3.0,M,0.0,1.0,0.0
36204,nzy26ip59251hirofgnn342oy,Jinsam,KR,,,,,,
36205,nzz3meccrqlkp8wt0kzi7g3y0,Apoorva,US,,1.0,F,0.99342108,0.0,0.0
36206,o00qnl0o9bwardvf1307z1lof,Jun,CN,1.0,,,,,
36207,o022ckkrp9407lv4k2awknxqb,Wei,CN,1.0,3.0,M,0.0,1.0,0.0
36208,o02lbwso1icgioycgp2rt8bgr,Kunio,JP,1.0,1.0,M,0.0,1.0,0.0
36209,o03eska0xegagzuj6vsaan0ek,John,GB,1.0,1.0,M,0.0,1.0,0.0
36210,o04e4bpy8xvvhxa914go6fi5n,Kijun,KR,,,,,,
36211,o04i3iirir6wbljd7amjiirfl,Yingyang,CN,,,,,,
36212,o04snuc6z4qdnow074djz5hwm,PilSang,KR,,,,,,
36213,o04xrbc5e0gbmj15sqg7uj1dn,Minyoung,KR,,,,,,
36214,o053tbji05u8bq2dqhsf6jtyu,Jonathan,IL,1.0,1.0,M,0.0,1.0,0.0
36215,o05ll4xgvtez61sw2ex542gof,Ji,CN,0.0,,,,,
36216,o060kze0cdob3d99sv48w8oiz,Ruprecht,DE,1.0,1.0,M,0.0,1.0,0.0
36217,o07hddl6jqs1u3e23h9fj0qe6,Yifei,US,,1.0,M,0.0,1.0,0.0
36218,o083yab8274uq59kb7ftm3ck7,Taylor W.,US,1.0,3.0,M,0.0,1.0,0.0
36219,o08hlgos7w7ryprqn8qdpac5q,Zvonko,DE,1.0,2.0,M,0.0,1.0,0.0
36220,o08lpnbwu4c6lh1jgcfxy266b,Kouroush,DK,,,,,,
36221,o094wvzg2mj4z819stkral3d1,Korkut,US,1.0,3.0,M,0.0,1.0,0.0
36222,o09tvjgturuxx91xihf2nqmrs,Xiaolong,CN,1.0,3.0,M,0.0,1.0,0.0
36223,o0asjkodwjcrr3bhxd78i3fr4,Lizhu,US,0.0,3.0,F,1.0,0.0,0.0
36224,o0cnkjy07q7d23gchabuymxh3,Shan,US,1.0,3.0,M,0.0,1.0,0.0
36225,o0db7yejphr0eh4u445mcap3h,Seung Gyu,KR,1.0,,,,,
36226,o0f0473enek1r324lb9lya777,Michael,US,1.0,2.0,M,0.0,1.0,0.0
36227,o0hi3byx86e3nkwjogg16o7wj,Raynor,CN,1.0,3.0,M,0.0,1.0,0.0
36228,o0ia2j7r6o9m3xb02ed7dkom3,Mohammed,SA,1.0,1.0,M,0.0,1.0,0.0
36229,o0ir9j611vyucjw3viq049tyy,Andy,US,1.0,2.0,M,0.0,1.0,0.0
36230,o0j52rbzbj1jo1pkziroxunaw,Yibing,CN,1.0,,,,,
36231,o0jhg4npu975inuediuyex4ju,Lydia,US,0.0,1.0,F,0.9982338,0.0,0.0
36232,o0jw616wbqftuyp3xhzxp2rcd,Stefano,IT,1.0,1.0,M,0.0,1.0,0.0
36233,o0kcn94e0zzd7m0tqsgx8jsmx,Zhaoan,CN,,,,,,
36234,o0kjmqaaoxktvf985zgjbez9a,Xiangying,CN,,,,,,
36235,o0nq1id3qw8uw6bylq192wprt,Micah,US,1.0,2.0,M,0.0,1.0,0.0
36236,o0ol20501x3grmeiosshfiwm7,Sha,CN,0.0,,,,,
36237,o0oof5sqadnqrc5lc0wpf9sfe,Kyoung Min,KR,,,,,,
36238,o0ovgoksbo5pn6iajebia0oqn,Lorin Paul,US,,2.0,M,0.0,1.0,0.0
36239,o0ox9y6woj9hj5yy2oc6nronz,Hao,CN,1.0,3.0,M,0.0,1.0,0.0
36240,o0qcath8r3ttdywyrnly4o0t1,Balineedu Chowdary,US,,,,,,
36241,o0rz9mnjf47k4ix9q42ozl1vc,Graeme Noel,AU,1.0,1.0,M,0.0,1.0,0.0
36242,o0um2cph6vj4f6g7tcn47jb17,Jeong Ki,KR,,,,,,
36243,o0uqm4kri6umvtz999na9vzwg,P. Jake,US,1.0,2.0,M,0.0,1.0,0.0
36244,o0vg76oztia70cdzsz57cxbwv,Min-Lan,TW,1.0,3.0,M,0.0,1.0,0.0
36245,o0vmadphenu8iqx4nfvsle9z8,Xiang,CN,1.0,3.0,M,0.0,1.0,0.0
36246,o0wh5rx2jtdm6ht9e8lee5qzp,Hyun Sup,KR,,,,,,
36247,o0whnnfbjrrpypk4fq5qiawtx,Sarah,US,0.0,1.0,F,0.99687392,0.0,0.0
36248,o0whrjuv4m1mz6j3zv848uchr,Jun Ho,KR,1.0,1.0,M,0.0,1.0,0.0
36249,o0wvyscx9bn5zma7k2frd285b,Chang,CN,1.0,3.0,M,0.0,1.0,0.0
36250,o0y1olf4imvpyri8k21pvbwua,Yali,CN,0.0,3.0,F,1.0,0.0,0.0
36251,o0y3zjyrcb3jim8sje65onq3v,Chen,US,0.0,2.0,M,0.0,1.0,0.0
36252,o0zb3br495na0v63rxdp6v3ff,Liang,CN,1.0,3.0,M,0.0,1.0,0.0
36253,o0zkzjrx6zq1l0qyvqpmcf8z9,Yasunori,JP,1.0,1.0,M,0.0,1.0,0.0
36254,o112kxpgemsesqerquuoe25wi,Dina,US,0.0,1.0,F,0.99745262,0.0,0.0
36255,o11tt85h4jno121lipwmbkoda,Yoshiki,JP,1.0,1.0,M,0.0,1.0,0.0
36256,o11tx8pg2txzyf81qmhtthepp,Xuetao,CN,,,,,,
36257,o12xrqxtv2er5hgge000umjpw,Nico,DE,1.0,1.0,M,0.0,1.0,0.0
36258,o133fm7gr732rainj4iujorgb,JoeBen,US,1.0,2.0,M,0.0,1.0,0.0
36259,o13avzeaz5noabppumsq9decl,Karel Diederick,NL,1.0,1.0,M,0.0,1.0,0.0
36260,o14fp0q7tnrbk38fsj34pjzra,Svitlana,US,0.0,1.0,F,1.0,0.0,0.0
36261,o14op84lrdhjzoxqneng769va,Yufei,FR,1.0,2.0,M,0.0,1.0,0.0
36262,o15pr13l4vrv8v82cmwm6gplj,Bin,CN,1.0,,,,,
36263,o15u8krk42fds7shn5mfziwwl,Yunming,CN,,,,,,
36264,o16i7o1fnqv96whz0hqla4owb,Jiaokai,US,,,,,,
36265,o18ojf3rj5dzxll9ydju1ef0s,Lijun,CN,0.0,3.0,F,1.0,0.0,0.0
36266,o18q5r73rcvaq5pmvqycccvnw,Heesang,US,,,,,,
36267,o19ia0oqvipyzaanmbltcshmu,Qijun,CN,,,,,,
36268,o1a0wtdvgygj1nithm7kyp0vi,Shigenao,JP,,,,,,
36269,o1apfj0gpdcdxtjj5v6qs273v,Bruce A.,US,1.0,2.0,M,0.0,1.0,0.0
36270,o1cv66j7zcu95sqc8858xlbyf,Efren,US,1.0,1.0,M,0.0,1.0,0.0
36271,o1d0s57qopsectjmc8zac3jfo,Dakota,US,1.0,2.0,M,0.0,1.0,0.0
36272,o1dbqcciuoppwjae8i5vpfjag,Celso,US,1.0,1.0,M,0.0,1.0,0.0
36273,o1dheksjg74iabk2bt0hk8pxy,Yi,US,1.0,3.0,M,0.0,1.0,0.0
36274,o1eh72z3hm19usv6wqamkdn1i,Hubertus Hendrikes Adrianus,NL,1.0,1.0,M,0.0,1.0,0.0
36275,o1fu7tfxpdwr5cn5unmg69av7,Dongjae,KR,,,,,,
36276,o1gdruce6qg0jpfvvg779ytn6,Jinmin,CN,,,,,,
36277,o1gvk2rq676hzxzrc7af742ge,Mengchi,CN,,,,,,
36278,o1h75fh0igeuvjewvtoo4w0ro,Ziyong,US,,,,,,
36279,o1hgb1iy42uoleebyg3piqpim,Brian,US,1.0,2.0,M,0.0,1.0,0.0
36280,o1iasl4x3ssobcp49u5mrod4u,Jing,CN,0.0,,,,,
36281,o1lfvbt8wsxy42nl8jgsjvesx,Hyojung,KR,0.0,3.0,F,1.0,0.0,0.0
36282,o1m26xyckmp2l965eec0vnuf6,Shiva,US,1.0,2.0,F,1.0,0.0,0.0
36283,o1mo6py5agd2b78ntynyj0f4o,Josef,DE,1.0,1.0,M,0.0,1.0,0.0
36284,o1nfbh5mxrhk6qjzu6hcg79al,Sarat,IN,,3.0,F,1.0,0.0,0.0
36285,o1nr73ggdnp15r15uet0eva3o,Jin Young,KR,0.0,1.0,F,1.0,0.0,0.0
36286,o1o2cnw90ufpg8ybbasa4og89,Pallavi,US,0.0,1.0,F,1.0,0.0,0.0
36287,o1o5k32ix2ls1su23lnj0f8x5,Daekil,KR,,,,,,
36288,o1orttxrhx6a4rua7dd69j75c,Yen-Chang,TW,0.0,3.0,F,1.0,0.0,0.0
36289,o1p6w16wzbcdittiuo3csoeyq,Jinglin,CN,,3.0,F,1.0,0.0,0.0
36290,o1panhljo4heu3cs87pdkau7t,Vimala,IN,0.0,2.0,F,1.0,0.0,0.0
36291,o1q44lca7cuzhtbxi0ix7ba3x,Josef,AT,1.0,1.0,M,0.0,1.0,0.0
36292,o1qkji4pdbxe8mwjiuqf3x5uv,Se Min,KR,1.0,3.0,F,1.0,0.0,0.0
36293,o1rlvy6abjabzt5hvq4e5ici7,Chen Yuan,TW,0.0,3.0,M,0.0,1.0,0.0
36294,o1rpklc8eupr2alorwbkzn9i7,Yanni,CN,,,,,,
36295,o1tq4znscpo467lam5gv6tlvc,Silke,DE,0.0,1.0,F,1.0,0.0,0.0
36296,o1u5h6z8l9sp16h7qwpv1nasm,Dinglan,CN,,,,,,
36297,o1vrcd4bdp7ulqww8jb3ryyzt,Qingpeng,CN,,,,,,
36298,o1vz5ercvqt09o8vpijbttrx8,Shoutian,US,,,,,,
36299,o1ws1208f0xly45qbeni4tb3a,Howard,US,1.0,2.0,M,0.0,1.0,0.0
36300,o1xfy74uoqxy4p5jh30adsxn2,Joshua,US,1.0,2.0,M,0.0,1.0,0.0
36301,o1xjuibrxpvddp8h4ripagdaz,Yuan-Sheng,US,1.0,1.0,F,0.96858639,0.0,0.0
36302,o1xt2y8fg6ftmgwrt9cl3hni2,Enxia,CN,,,,,,
36303,o1y38els7kru3i4ai5bsefyex,Ahmed Tashrif,US,1.0,1.0,M,0.0,1.0,0.0
36304,o1zd92hdjai0zumpgeya010a9,Hideo,JP,1.0,1.0,M,0.0,1.0,0.0
36305,o1zvlarv79w8d6ya4k4x3cn5v,Jian,CN,1.0,3.0,M,0.0,1.0,0.0
36306,o20rdvepmyxqkxm8owmmhi1bt,Yuanyuan,CN,0.0,3.0,F,1.0,0.0,0.0
36307,o212gqy2mq3tiviwrjzz4hzzz,Yongfei,CN,,,,,,
36308,o248s1s1wnct2ryfrjz8av3um,Daohai,CN,,,,,,
36309,o256xfxo3hgvphqzrsf5xfbv5,Tomohiro,JP,1.0,1.0,M,0.0,1.0,0.0
36310,o26868t1gatwyjkeas1zd86cm,Joungyoung,KR,,,,,,
36311,o26aqy4aznvrjnnhwr90i8vwf,Zili,US,,,,,,
36312,o284tpfbirbfe55dpkw0be1df,Grace Hui,CN,0.0,3.0,F,1.0,0.0,0.0
36313,o28dy4asi4fzd65muzvvr2oxx,Gregory Ford,US,1.0,2.0,M,0.0,1.0,0.0
36314,o2a69xhh7uzsmzyl5531sl6z7,Lukas,DE,1.0,1.0,M,0.0,1.0,0.0
36315,o2b4hvwwz75ggwxbz7lxcplur,Jessica,US,0.0,1.0,F,0.99656838,0.0,0.0
36316,o2bonltb5bx5644pzbe9b483r,Haeshin,KR,,,,,,
36317,o2d4v4qg4mohlr79s30mc2326,Gyung Cho,KR,,,,,,
36318,o2d866edap54ni1nuhe618418,Shota,JP,1.0,1.0,M,0.0,1.0,0.0
36319,o2e7dksetdytrj952v5w6qmqd,Zhongya,CN,,,,,,
36320,o2etvrsczoy94sab30kwevu0w,Mandar,IN,1.0,3.0,M,0.0,1.0,0.0
36321,o2fhvl2a6z445tdr6updumxjt,Junyong,US,1.0,3.0,M,0.0,1.0,0.0
36322,o2hj4xbqi5qifrqpfiixv5m17,Vaideeswaran,IN,,,,,,
36323,o2i3e6ax041p5nyy59b7kyezr,Alexey S.,RU,1.0,1.0,M,0.0,1.0,0.0
36324,o2i7r9s5e3z11w9nrsds76daa,Sidharath,US,1.0,2.0,M,0.0,1.0,0.0
36325,o2iuxknhj4k8w9jvggjg92xah,Scott,US,1.0,2.0,M,0.0,1.0,0.0
36326,o2kyyb9d3kk3hdbhsgy6yw4cy,Peter,US,1.0,2.0,M,0.0,1.0,0.0
36327,o2mf7jutieutvhqcvi9sxo3nx,Xiaomin,CN,,3.0,F,1.0,0.0,0.0
36328,o2mu4y4yt4bcdtsibee8gcl6d,Kandavel,US,,,,,,
36329,o2n27mx9fcsk0jun5ptbit33h,Yuji,JP,1.0,1.0,M,0.0,1.0,0.0
36330,o2ndoybtnseushn67gourqust,Patrick,US,1.0,2.0,M,0.0,1.0,0.0
36331,o2nkdpmgc6zf47cyic1p41qes,Jona,DE,0.0,3.0,F,1.0,0.0,0.0
36332,o2o98zgrdbv1e5rfd3jcqomwc,Ravibabu,IN,1.0,1.0,M,0.0,1.0,0.0
36333,o2ofezarn47b6b7sru6xkgic0,Yukai,CN,1.0,3.0,M,0.0,1.0,0.0
36334,o2p2osvuhc18se8931y8cwzyh,Shougo,JP,1.0,1.0,M,0.0,1.0,0.0
36335,o2q4efnmx3d7s0rbuquftevpc,Fan,CN,1.0,,,,,
36336,o2qe7bo7gteamv4wlvnmq6lgu,Ivan Alejandro,MX,1.0,2.0,M,0.0,1.0,0.0
36337,o2r0u9lhoc5m8yqgpocroz486,Ouhisa,JP,,,,,,
36338,o2rarjjlv2az9ssaem5zl5wsa,Huanhuan,CN,0.0,3.0,F,1.0,0.0,0.0
36339,o2rr9n99irdziwsuyjc06rgxh,Lianhai,CN,,,,,,
36340,o2rv6hpj07qyomro0j42px738,Badugu Naveen,IN,,,,,,
36341,o2u2hmfn3l6clg53pghewgc34,Mario,IT,1.0,1.0,M,0.0,1.0,0.0
36342,o2unt7zm1x5b631hkb20q3sw3,Kum Ming,US,0.0,1.0,F,0.9770115,0.0,0.0
36343,o2vptmn374h6r5lgzg06kdewn,Ali Kourosh,US,1.0,1.0,M,0.0,1.0,0.0
36344,o2vwh6kwd3sz4h4agovosrihd,Kazutaka,JP,1.0,1.0,M,0.0,1.0,0.0
36345,o2wq8yqtcgsj0uiv1sx2bp65t,Shuo-Ting,TW,1.0,3.0,M,0.0,1.0,0.0
36346,o2wsjvm4ibhl4am82ejncwgqj,Yun,CN,0.0,,,,,
36347,o2y2v52ajo76y9credur5i2u7,Peter,US,1.0,2.0,M,0.0,1.0,0.0
36348,o2z5jnj96t4u6buzp76wx8ev8,Jonghyuk,US,,,,,,
36349,o2zq25hva6eme7rphminndij9,Yinhang,CN,,,,,,
36350,o30ej3qmms3gadfj1rx1rd8e7,Ying,US,0.0,3.0,M,0.0,1.0,0.0
36351,o30zu831azevdc0zbyhqfxhpr,Wonsik,KR,,,,,,
36352,o32cnwlxrhozh7lr4jm2hmoeo,Robert,GB,1.0,1.0,M,0.0,1.0,0.0
36353,o32js4cpik5r9yv67lyxbgbcg,Pierluigi,US,1.0,1.0,M,0.0,1.0,0.0
36354,o32wld11zkyccvr7zgv7cyehi,Osher,US,1.0,1.0,M,0.0,1.0,0.0
36355,o340kfwmnjtdpe9k60ndj0gd2,Hyunjin,KR,0.0,3.0,F,1.0,0.0,0.0
36356,o35h7av6pekx5mr8k7ze1wzgv,Takayoshi,JP,1.0,1.0,M,0.0,1.0,0.0
36357,o35p1boqyli6b9un3b0w8w4o2,Nicklas A.,US,1.0,1.0,M,0.0,1.0,0.0
36358,o37uhnyp388yubaphot800qlw,Piragash,US,1.0,3.0,M,0.0,1.0,0.0
36359,o3892q0i4dobburmrnejd4c0i,Noriyuki,JP,1.0,1.0,M,0.0,1.0,0.0
36360,o39dlq7yt2ckljozt9iiwhycg,Tomá{hacek over (s)},US,1.0,3.0,M,0.0,1.0,0.0
36361,o3akoj9tz3u8343nft2fwyi6e,Heejin,US,0.0,1.0,F,1.0,0.0,0.0
36362,o3btpkx11ke344tp427f0b43l,Seungmin,KR,,,,,,
36363,o3ckrboq0onugb9t5ysv24zfj,Gowrisankar,US,1.0,3.0,M,0.0,1.0,0.0
36364,o3dc9gzo7g7uzpbynt26ox3ag,Jianzheng,CN,,,,,,
36365,o3dgffcrlngwg5bhqdq4o3dh8,Jinchun,CN,,,,,,
36366,o3ejs6i6ird33ufrgcyk5hyxt,Fasong,US,,,,,,
36367,o3fgdfva4fpbxkvmls0dy8228,June,KR,0.0,3.0,F,1.0,0.0,0.0
36368,o3frhezyecxo7icqx44yy7p46,Andreas,DE,1.0,1.0,M,0.0,1.0,0.0
36369,o3gdbhrnt20c7fzkoe7ihl606,Wenjian,CN,1.0,3.0,M,0.0,1.0,0.0
36370,o3gjugxoao7r18xy3g0gn4itw,Uri,IL,1.0,1.0,M,0.0,1.0,0.0
36371,o3gw6mohh3pmlpvevze4qgdd7,Chih-Cheng,TW,1.0,3.0,M,0.0,1.0,0.0
36372,o3hggqz1wswg5qy2xnieo9x72,Zhibin,US,1.0,2.0,M,0.0,1.0,0.0
36373,o3hkupjtpzo21m8wv1ra7akda,Christopher,US,1.0,2.0,M,0.0,1.0,0.0
36374,o3i4aozjh9w7j1tdoz0p84hxk,Dijun,CN,,,,,,
36375,o3itn9iglixho4h4g2b0u2i45,Jacobus,US,1.0,1.0,M,0.0,1.0,0.0
36376,o3jxtq1erqpdzvgbekgb12ze7,Chandramouleeswaran,US,,,,,,
36377,o3ku7ie7nfbvjc1vih2redsad,Milosch,GB,1.0,3.0,M,0.0,1.0,0.0
36378,o3li6h3v7aghnule7immnay79,Kangmoon,KR,,,,,,
36379,o3m4cswieaw5s661sgdezkgge,Chenhui,CN,,,,,,
36380,o3mfu9ry5tbd9gqj2vsjmsas4,Fan,CN,1.0,,,,,
36381,o3mj6oorj6v8lfloohl4d0gij,Giridhar,US,,,,,,
36382,o3nteibng6xeujxpajizhvipk,Xixi,CN,0.0,3.0,F,1.0,0.0,0.0
36383,o3o9b4yf9d0pgtmq2zwshkv63,Ji,US,0.0,,,,,
36384,o3p3rltx1qug8zuejqy3gre6k,Horng-Goung,TW,1.0,3.0,F,1.0,0.0,0.0
36385,o3pgcj644a0rfow2kxpt3m0rm,Zuoming,US,,,,,,
36386,o3qcdervva5nfwd5agpvynd6g,Adebukola,CA,0.0,1.0,F,1.0,0.0,0.0
36387,o3rhwk8mb5w3h1rqmxn7mb4qg,Dong-Yeon,KR,1.0,1.0,M,0.0,1.0,0.0
36388,o3s3lr5tdde7d8ehaasl2lyqd,Joard,JP,,,,,,
36389,o3shn6jgllul28ud72fnanq6d,Junwei,DE,1.0,3.0,M,0.0,1.0,0.0
36390,o3sojurz4rfzi0zmjhh1paeet,Wookjun,KR,,,,,,
36391,o3u336sp27y2ll9km1o008vdu,Jayprakash C.,US,1.0,2.0,M,0.0,1.0,0.0
36392,o3ukogn0h9rw0lwz3pbset79u,Kenneth Edward,US,1.0,3.0,M,0.0,1.0,0.0
36393,o3v3n1uhb5jkmapf32ngof6gv,Naushad K.,US,1.0,2.0,M,0.0,1.0,0.0
36394,o3va9ckstq6r09os2128kudex,Jean-Pierre,NL,1.0,2.0,M,0.0,1.0,0.0
36395,o3vdhcei7cmidf2bx0i1ja9yb,Madhusudhana Reddy,US,1.0,1.0,M,0.0,1.0,0.0
36396,o3w2voy3104ponqk1boqj923k,Tsunekazu,JP,,,,,,
36397,o3w6j7ugmxldnx84tg577bqji,Kai-Yu,TW,1.0,2.0,M,0.0,1.0,0.0
36398,o3wl5qw23lnw27bpwfdprqys3,Xiaoguang Jason,US,1.0,2.0,M,0.0,1.0,0.0
36399,o3wxwikdeyzpdyzz90epbuii2,Biraja Prasad,US,1.0,1.0,M,0.0,1.0,0.0
36400,o3yl2ijaz1xv25jozket4fq73,Guangyao,CN,,,,,,
36401,o3z1wrdx5jpqeauemljfgfasb,Xueyan,CN,0.0,3.0,F,1.0,0.0,0.0
36402,o3zzu2k379xtpmuw3mmru2nbf,Hong Seok,KR,1.0,1.0,M,0.0,1.0,0.0
36403,o412ntggrz8tranero7x37flo,Ryuta,JP,1.0,1.0,M,0.0,1.0,0.0
36404,o428lknwjo65ofeu1jyjytghv,Sonal,CH,0.0,1.0,F,1.0,0.0,0.0
36405,o42ltkjxm8e7w7ksecfpjimjg,Mona,GB,0.0,1.0,F,1.0,0.0,0.0
36406,o43iy78pdwmpzv7kf4yyr1d91,Mahmoud,US,1.0,1.0,M,0.0,1.0,0.0
36407,o44hiout2s2nqphaq2552pvu9,Calvin T.,US,1.0,2.0,M,0.0,1.0,0.0
36408,o450xetfpcw552xm316w39nus,Yuxuan,CN,,,,,,
36409,o45a92lmfvosjtkkp8bzdemcl,Jaehyung,KR,,,,,,
36410,o45cmnj42gt1ebkxo6pual5ze,Pui Kei Johnston,US,0.0,1.0,F,0.9818182,0.0,0.0
36411,o461hcmc8hfq07kvg1ke4qiky,Wenxuan,CN,,3.0,F,1.0,0.0,0.0
36412,o46qjqnlwfza13x27iruudycc,Christoph,CH,1.0,1.0,M,0.0,1.0,0.0
36413,o47fbp777ljpglpd3zonu7bb9,Fitzgerald,CA,1.0,1.0,M,0.0,1.0,0.0
36414,o47s9fwk0mis7udbwlswjb4z6,Hong,US,1.0,,,,,
36415,o47uhblznqttond9tz9rlbayz,Hongyuan,US,1.0,2.0,M,0.0,1.0,0.0
36416,o48ge1zlsybwyqojnkgqm64s4,Jiyong,KR,,,,,,
36417,o48y0sdszd7428wk0rfprq8mq,Shiuan Hung,CN,,,,,,
36418,o49ocjx1rnykzmy6hwp21c6bq,Anders,US,1.0,1.0,M,0.0,1.0,0.0
36419,o4afq4i6ewfkr37pmdnat76v6,Paul,US,1.0,2.0,M,0.0,1.0,0.0
36420,o4aukvsalgorqjt6ffg0u3s0f,Lu,US,0.0,1.0,F,0.99538594,0.0,0.0
36421,o4bf0awwepqss65ivjpxpvdpd,Victor,MX,1.0,2.0,M,0.0,1.0,0.0
36422,o4c80ryd6zk16g4m9dtv96vnu,Xue,CN,0.0,3.0,F,1.0,0.0,0.0
36423,o4cihve471ix23tdxrajcu7iy,Markus Klaus,DE,1.0,1.0,M,0.0,1.0,0.0
36424,o4e6v9hl9i8ifxfhd09vud8vq,Huiquan,US,,,,,,
36425,o4eyc8rkubfrqm8m9txjccuh6,Joyu,US,,3.0,M,0.0,1.0,0.0
36426,o4f9us8rhuyx7oafjd08gd7nu,Manfred,DE,1.0,1.0,M,0.0,1.0,0.0
36427,o4fkzubicfw7vtgn68snkm23z,Shigeyoshi,JP,1.0,1.0,M,0.0,1.0,0.0
36428,o4fvphn94thrbbbifpjbh81rd,Jae-Seon,KR,1.0,,,,,
36429,o4fwc3zbnei4ssstvbpbr3l5z,Markus,DE,1.0,1.0,M,0.0,1.0,0.0
36430,o4ghkh7l5c8lyokg1ikcdskmr,Stanislav,US,1.0,2.0,M,0.0,1.0,0.0
36431,o4j3m198cz3ucs0qh8yz2m6c0,Youngjo,KR,,,,,,
36432,o4l87f2yikxydubwvuk68i58h,Lingfei,CN,,3.0,M,0.0,1.0,0.0
36433,o4m7qg4rdm7iyknn3fjewz95s,Ruilong,US,,,,,,
36434,o4meztz2heshbts5jzogbnybf,Ming,US,1.0,3.0,M,0.0,1.0,0.0
36435,o4mphmkao5h0wykalbqh39fn9,Sang Ik,US,1.0,2.0,M,0.0,1.0,0.0
36436,o4n22b0vtsomhad38hrpr1sv5,Yuping,CN,0.0,3.0,F,1.0,0.0,0.0
36437,o4pm7o8t10n9c4fbdf1cxfclf,Pavel,CZ,1.0,1.0,M,0.0,1.0,0.0
36438,o4ri67i8fgp9s0zijpcgvn7gb,Oul,KR,,,,,,
36439,o4rkg8jgex526wtqo07qwz0nj,Yuntae,KR,,,,,,
36440,o4skngowjw8q6ayp8ivrm53by,Zhaohong,CN,,,,,,
36441,o4ssovi1aen31axxx8ff29s2l,Shekaib,CA,,,,,,
36442,o4uk67c9fst06ebs5lvbxzio6,Keun-Hee,KR,1.0,,,,,
36443,o4ulyilyhc2l7gtc99pxjkdpt,Qinghua,US,1.0,,,,,
36444,o4v8ngjnzj1uoo9d13uk1fvt5,Roonglawan,TH,,,,,,
36445,o4vd4a19z3hh1n2j4pmfh5hrg,Roussos,GR,,,,,,
36446,o4vnn9482kz26qcn5ybqdgn79,Peter,NL,1.0,1.0,M,0.0,1.0,0.0
36447,o4wte24a9yk0g2lm3d8fpxpkb,Atilhan,US,,,,,,
36448,o4wvzdriby87ft1vhly33e40h,Hanphil,KR,,,,,,
36449,o4xhbjmvtgp4s4dyq7dbrxait,Hongzhen,CN,,,,,,
36450,o4xzan2cznuss6cqcoy658i61,Nikhil,IN,1.0,2.0,M,0.0,1.0,0.0
