,name_first,country,level,gender,F,M,?
23648,Gang,CN,3.0,M,0.0,1.0,0.0
10850,Jianchao,US,,not found,not found,not found,not found
23649,Shaobai,CN,3.0,M,0.0,1.0,0.0
44910,Hamna Naseer,OM,1.0,M,0.0,1.0,0.0
33023,Ken,JP,1.0,M,0.0,1.0,0.0
42562,Yasushi,JP,1.0,M,0.0,1.0,0.0
23650,Zhenyu,CN,3.0,M,0.0,1.0,0.0
10851,Seol,KR,,not found,not found,not found,not found
10852,Carey,US,,not found,not found,not found,not found
10853,Jonghyun,US,,not found,not found,not found,not found
47314,Craig,US,2.0,M,0.0,1.0,0.0
23651,Hao,CN,3.0,M,0.0,1.0,0.0
10854,Juscelino,BR,,not found,not found,not found,not found
23652,Sijing,CN,3.0,F,1.0,0.0,0.0
50402,Leandro,US,2.0,M,0.0,1.0,0.0
10855,Hanbyul,KR,,not found,not found,not found,not found
40803,Ali,IR,1.0,M,0.0,1.0,0.0
51267,Younuskhan Mohamed,US,2.0,M,0.0,1.0,0.0
51124,Michael J.,US,2.0,M,0.0,1.0,0.0
38215,Toyoaki,JP,1.0,M,0.0,1.0,0.0
23653,Phek Thong,SG,3.0,M,0.0,1.0,0.0
33707,Jelena,DE,1.0,F,1.0,0.0,0.0
10856,Po-Hsiang,TW,,not found,not found,not found,not found
54573,Zhao-Kui,US,2.0,M,0.0,1.0,0.0
34822,Jin Young,KR,1.0,F,1.0,0.0,0.0
10857,Shohan,JP,,not found,not found,not found,not found
10858,Wonyeong,KR,,not found,not found,not found,not found
23654,Shuangshuang,CN,3.0,F,1.0,0.0,0.0
10859,Anusch,DE,,not found,not found,not found,not found
34539,Katherine,US,1.0,F,0.99708265,0.0,0.0
47193,Christopher Bradley,US,2.0,M,0.0,1.0,0.0
23655,Yuhki,JP,3.0,M,0.0,1.0,0.0
35801,Maria,US,1.0,F,0.99211419,0.0,0.0
35949,Michael,AT,1.0,M,0.0,1.0,0.0
50042,Kai,US,2.0,M,0.0,1.0,0.0
10860,Xiaoming,US,,not found,not found,not found,not found
40676,Yoshihisa,JP,1.0,M,0.0,1.0,0.0
50801,Mario Hernán,CL,2.0,M,0.0,1.0,0.0
23656,Sin Ka,CN,3.0,F,1.0,0.0,0.0
53408,Thomas,US,2.0,M,0.0,1.0,0.0
44371,Si Joon,KR,1.0,?,0.0,0.0,1.0
34661,Katayoun,US,1.0,F,1.0,0.0,0.0
10861,Dalin,CN,,not found,not found,not found,not found
34271,Jordi,ES,1.0,M,0.0,1.0,0.0
33980,Julie,US,1.0,F,0.99698913,0.0,0.0
34051,Jung Ju,KR,1.0,?,0.0,0.0,1.0
23657,Xiaomin,CN,3.0,F,1.0,0.0,0.0
10862,Liwei,US,,not found,not found,not found,not found
10863,Doumik,CA,,not found,not found,not found,not found
49987,Kai,CN,2.0,M,0.0,1.0,0.0
40388,Young Ho,KR,1.0,?,0.0,0.0,0.66666669
42665,Sun Young,KR,1.0,?,0.0,0.0,1.0
50043,Kai,US,2.0,M,0.0,1.0,0.0
23658,Rajaseker,GB,3.0,M,0.0,1.0,0.0
10864,Tewe Hiepke,NL,,not found,not found,not found,not found
23659,Soundararajan,US,3.0,M,0.0,1.0,0.0
29885,Esperanza Carcache,US,1.0,F,0.99800307,0.0,0.0
10865,Ruilong,US,,not found,not found,not found,not found
45182,Asel Mohamed,AE,1.0,M,0.0,1.0,0.0
54181,Yan,US,2.0,M,0.0,1.0,0.0
49908,Junyi,US,2.0,F,1.0,0.0,0.0
53254,Sukhvinder,IN,2.0,M,0.0,1.0,0.0
30379,Serge,FR,1.0,M,0.0,1.0,0.0
45054,Durai Vishak Nirmal,US,1.0,M,0.0,1.0,0.0
30327,Se Byung,KR,1.0,?,0.0,0.0,1.0
10866,Yunming,CN,,not found,not found,not found,not found
28210,Prasenjit,IN,1.0,M,0.0,1.0,0.0
49856,Jun,US,2.0,M,0.0,1.0,0.0
23660,Shu,US,3.0,M,0.0,1.0,0.0
36743,Liling,CN,1.0,F,1.0,0.0,0.0
23661,Ketan,CN,3.0,M,0.0,1.0,0.0
42983,Sumedha K.,US,1.0,F,1.0,0.0,0.0
39956,Thomas,AT,1.0,M,0.0,1.0,0.0
23662,Sooyeon,KR,3.0,F,1.0,0.0,0.0
51459,Nelson L,US,2.0,M,0.0,1.0,0.0
39101,Chantelle,US,1.0,F,0.99874902,0.0,0.0
47479,Daniel,US,2.0,M,0.0,1.0,0.0
10867,Beomseok,KR,,not found,not found,not found,not found
10868,Raghavaiah,US,,not found,not found,not found,not found
50573,Long,FR,2.0,M,0.0,1.0,0.0
10869,Kitayoshi,JP,,not found,not found,not found,not found
23663,Han,CN,3.0,M,0.0,1.0,0.0
30865,Shimpei,JP,1.0,M,0.0,1.0,0.0
48877,Isaac M,US,2.0,M,0.0,1.0,0.0
23664,Ina,KR,3.0,F,1.0,0.0,0.0
35803,Maria Leonor,US,1.0,F,0.99211419,0.0,0.0
50458,Lei,CN,2.0,M,0.0,1.0,0.0
28870,Mohammed,SA,1.0,M,0.0,1.0,0.0
10870,Neway Challa,US,,not found,not found,not found,not found
45717,Christian M.,CA,1.0,F,0.99263465,0.0,0.0
44790,G. Shantanu,US,1.0,M,0.0,1.0,0.0
29450,Oleg,US,1.0,M,0.0,1.0,0.0
54391,Yong-Chen,US,2.0,M,0.0,1.0,0.0
42050,Ana Paula,BR,1.0,F,1.0,0.0,0.0
27198,Philipp,AT,1.0,M,0.0,1.0,0.0
10871,Pinchao,CN,,not found,not found,not found,not found
23665,Yutaro,JP,3.0,M,0.0,1.0,0.0
10872,Youhe,US,,not found,not found,not found,not found
48210,Frank Y.,US,2.0,M,0.0,1.0,0.0
10873,Gaoming,CN,,not found,not found,not found,not found
23666,Sungho,KR,3.0,M,0.0,1.0,0.0
10874,Arihiko,JP,,not found,not found,not found,not found
23667,Haihua,CN,3.0,M,0.0,1.0,0.0
36111,Hui,US,1.0,F,0.98956358,0.0,0.0
23668,Trinabh,US,3.0,M,0.0,1.0,0.0
45465,Jun Gyu,KR,1.0,?,0.0,0.0,1.0
30075,Sheng,US,1.0,F,0.96858639,0.0,0.0
44297,Christine,US,1.0,F,0.99653268,0.0,0.0
10875,Xiaochuan,CN,,not found,not found,not found,not found
10876,Kaijun,CN,,not found,not found,not found,not found
35413,Masato,JP,1.0,M,0.0,1.0,0.0
52382,Robert D.,US,2.0,M,0.0,1.0,0.0
10877,Jun,CN,,not found,not found,not found,not found
48427,Gilbert Scott,US,2.0,M,0.0,1.0,0.0
23669,SaiRamesh,US,3.0,M,0.0,1.0,0.0
48495,Gregorio,US,2.0,M,0.0,1.0,0.0
47480,Daniel L.,US,2.0,M,0.0,1.0,0.0
31503,Gavin,CA,1.0,M,0.0,1.0,0.0
43261,Soon-Cheon,US,1.0,F,0.89351851,0.0,0.0
37210,Madhusudhan,IN,1.0,?,0.0,0.0,1.0
30585,Duk-Jae,KR,1.0,?,0.0,0.0,1.0
10878,Seungho,KR,,not found,not found,not found,not found
23670,Haitao,CN,3.0,M,0.0,1.0,0.0
10879,Zhenzhou,CN,,not found,not found,not found,not found
34693,Kazuhiro,JP,1.0,M,0.0,1.0,0.0
23671,Krishnanjan,US,3.0,M,0.0,1.0,0.0
42302,Yaron,IL,1.0,M,0.0,1.0,0.0
10880,Pengju,CN,,not found,not found,not found,not found
42291,Yiwen,US,1.0,F,1.0,0.0,0.0
31654,Reinhold,AT,1.0,M,0.0,1.0,0.0
32205,Samed,US,1.0,M,0.0,1.0,0.0
43436,Suparna,IN,1.0,F,1.0,0.0,0.0
23672,Sheng-Yu,TW,3.0,M,0.0,1.0,0.0
37191,Maggie,US,1.0,F,0.99738896,0.0,0.0
10881,Yiting,US,,not found,not found,not found,not found
23673,Hao,CN,3.0,M,0.0,1.0,0.0
10882,Shiaw-Pyng,US,,not found,not found,not found,not found
32699,Ki-hyun,KR,1.0,?,0.0,0.0,1.0
10883,Leeran,US,,not found,not found,not found,not found
42436,Anirban,US,1.0,M,0.0,1.0,0.0
54318,Ren-Yi,TW,2.0,M,0.0,1.0,0.0
10884,Zuozhang,CN,,not found,not found,not found,not found
38549,Vysakh K.,IN,1.0,M,0.0,1.0,0.0
10885,Gaser,CH,,not found,not found,not found,not found
43778,Soo Bong,KR,1.0,?,0.0,0.0,1.0
10886,Xiangqing,CN,,not found,not found,not found,not found
32279,Gakuto,JP,1.0,M,0.0,1.0,0.0
10887,Shouyue,CN,,not found,not found,not found,not found
51437,Nedjma,FR,2.0,F,1.0,0.0,0.0
28473,Priti,US,1.0,F,1.0,0.0,0.0
10888,Chaoneng,CN,,not found,not found,not found,not found
44844,Hye Ri,KR,1.0,?,0.0,0.0,1.0
10889,Haijiao,CN,,not found,not found,not found,not found
10890,Kangguo,US,,not found,not found,not found,not found
40651,Alyssa C,US,1.0,F,0.99854851,0.0,0.0
23674,Liqiang,CN,3.0,M,0.0,1.0,0.0
50344,Kyung-min,KR,2.0,F,1.0,0.0,0.0
54674,Zijian,US,2.0,M,0.0,1.0,0.0
40705,Alexandre Ormiga,BR,1.0,M,0.0,1.0,0.0
29169,Moshe Harel,IL,1.0,M,0.0,1.0,0.0
50855,Mark,US,2.0,M,0.0,1.0,0.0
10891,Chao,CN,,not found,not found,not found,not found
23675,Xiuzhi,CN,3.0,F,1.0,0.0,0.0
23676,Tzu-Chun,TW,3.0,M,0.0,1.0,0.0
42672,Sun Jung,KR,1.0,?,0.0,0.0,1.0
23677,Sundar Raman,SG,3.0,M,0.0,1.0,0.0
23678,Xiaoyun,CN,3.0,F,1.0,0.0,0.0
42386,Yang-Wook,KR,1.0,?,0.0,0.0,1.0
10892,Tianting,CN,,not found,not found,not found,not found
10893,Junghoon,US,,not found,not found,not found,not found
10894,Fei,CN,,not found,not found,not found,not found
10895,Qiandeng,CN,,not found,not found,not found,not found
10896,Jingtao,CN,,not found,not found,not found,not found
29047,Mudit,IN,1.0,M,0.0,1.0,0.0
10897,HyungUk,KR,,not found,not found,not found,not found
53683,Vijay,US,2.0,M,0.0,1.0,0.0
28631,Hong-Seok,KR,1.0,M,0.0,1.0,0.0
23679,Nicholas Muscat,DK,3.0,M,0.0,1.0,0.0
10898,Huaqiang,CN,,not found,not found,not found,not found
28071,Ravikanth,IN,1.0,M,0.0,1.0,0.0
32035,Fei,CA,1.0,F,0.66666669,0.0,0.0
23680,Dong,CN,3.0,M,0.0,1.0,0.0
52383,Robert,US,2.0,M,0.0,1.0,0.0
46062,Amit,IN,2.0,M,0.0,1.0,0.0
10899,Bonghun,CA,,not found,not found,not found,not found
45674,Mohamed Fawzi Mokhtar,US,1.0,M,0.0,1.0,0.0
51125,Michael R.,US,2.0,M,0.0,1.0,0.0
47379,Damian,US,2.0,M,0.0,1.0,0.0
44992,Sangameshwar Rao,US,1.0,M,0.0,1.0,0.0
10900,Jingchuan,CA,,not found,not found,not found,not found
47194,Christopher,US,2.0,M,0.0,1.0,0.0
23681,Lichun,CN,3.0,M,0.0,1.0,0.0
10901,Lavoisier,US,,not found,not found,not found,not found
10902,Wonsub,KR,,not found,not found,not found,not found
23682,Anuprem,US,3.0,M,0.0,1.0,0.0
30895,Shin,JP,1.0,M,0.0,1.0,0.0
34352,José Luis,ES,1.0,M,0.0,1.0,0.0
23683,Song Wee,SG,3.0,M,0.0,1.0,0.0
23684,Guoping,US,3.0,M,0.0,1.0,0.0
10903,Inkoo,KR,,not found,not found,not found,not found
45196,Anand Vikas,US,1.0,M,0.0,1.0,0.0
10904,Manosiz,US,,not found,not found,not found,not found
10905,Anongsack,JP,,not found,not found,not found,not found
23685,Can,CN,3.0,M,0.0,1.0,0.0
35672,Marco,IT,1.0,M,0.0,1.0,0.0
32335,Saleem,US,1.0,M,0.0,1.0,0.0
10906,Shunfeng,US,,not found,not found,not found,not found
31487,Régis André Paul,FR,1.0,M,0.0,1.0,0.0
45099,Walterio Wolfgang,US,1.0,M,0.0,1.0,0.0
10907,DeukSu,KR,,not found,not found,not found,not found
36641,Leen Abdullah,SA,1.0,F,1.0,0.0,0.0
44094,Stephane,FR,1.0,M,0.0,1.0,0.0
29902,Shankar,US,1.0,M,0.0,1.0,0.0
10908,Chungchih,US,,not found,not found,not found,not found
36499,Maya,IL,1.0,F,1.0,0.0,0.0
10909,B. Raghava,US,,not found,not found,not found,not found
33277,Kousuke,US,1.0,M,0.0,1.0,0.0
54319,Len-Yi,TW,2.0,M,0.0,1.0,0.0
46193,Andrew Jay,US,2.0,M,0.0,1.0,0.0
49495,John,US,2.0,M,0.0,1.0,0.0
44402,Do Hoi,KR,1.0,?,0.0,0.0,1.0
43779,Srinath,US,1.0,M,0.0,1.0,0.0
23686,Zhi Jun,TW,3.0,M,0.0,1.0,0.0
10910,Zetan,CN,,not found,not found,not found,not found
23687,Min,CN,3.0,M,0.0,1.0,0.0
23688,Ye,CN,3.0,F,1.0,0.0,0.0
29274,,IN,1.0,?,0.0,0.0,1.0
34267,Jong Yeul,KR,1.0,?,0.0,0.0,1.0
36575,Leyre,ES,1.0,F,1.0,0.0,0.0
30654,Shoichi,JP,1.0,M,0.0,1.0,0.0
45290,Hwan Chul,KR,1.0,M,0.0,1.0,0.0
10911,Xinyu,CN,,not found,not found,not found,not found
52113,Rahul,IN,2.0,M,0.0,1.0,0.0
28707,Navin,US,1.0,M,0.0,1.0,0.0
23689,Dawei,CN,3.0,M,0.0,1.0,0.0
50108,Kei,JP,2.0,M,0.0,1.0,0.0
10912,Sukwon,KR,,not found,not found,not found,not found
23690,Swee Yee,MY,3.0,F,1.0,0.0,0.0
23691,Peter,KR,3.0,M,0.0,1.0,0.0
31027,Shintaro,JP,1.0,M,0.0,1.0,0.0
10913,Baifang,US,,not found,not found,not found,not found
32460,Frédéric,CH,1.0,M,0.0,1.0,0.0
10914,Jaeduk,US,,not found,not found,not found,not found
10915,Moonsoo,US,,not found,not found,not found,not found
52133,Raluca-Liliana,FR,2.0,F,1.0,0.0,0.0
42539,Yasuho,JP,1.0,F,1.0,0.0,0.0
10916,Shubun,JP,,not found,not found,not found,not found
37813,Isabella,US,1.0,F,0.99881035,0.0,0.0
23692,Cheng Hung,TW,3.0,M,0.0,1.0,0.0
41911,Xiaodan,CN,1.0,?,0.0,0.0,1.0
35664,Marcos,BR,1.0,M,0.0,1.0,0.0
45643,Kyung Hun,KR,1.0,?,0.0,0.0,1.0
10917,Sungryong,KR,,not found,not found,not found,not found
10918,Sunchan,KR,,not found,not found,not found,not found
52039,Qiang,US,2.0,M,0.0,1.0,0.0
52976,Shivakumar,IN,2.0,M,0.0,1.0,0.0
54392,Yong,US,2.0,M,0.0,1.0,0.0
10919,Xiaoyi,CN,,not found,not found,not found,not found
38062,Verena,DE,1.0,F,1.0,0.0,0.0
52548,Rudolph F. T.,US,2.0,M,0.0,1.0,0.0
10920,Kilwon,KR,,not found,not found,not found,not found
46970,Chandrasekaran,IN,2.0,M,0.0,1.0,0.0
51126,Michael,US,2.0,M,0.0,1.0,0.0
23693,Dongdong,CN,3.0,M,0.0,1.0,0.0
23694,Sangmin,KR,3.0,M,0.0,1.0,0.0
50547,Lini,US,2.0,F,1.0,0.0,0.0
54407,Yoshi,US,2.0,M,0.0,1.0,0.0
10921,Qiuhui,CN,,not found,not found,not found,not found
47704,Dennis R.,US,2.0,M,0.0,1.0,0.0
10922,Changho,KR,,not found,not found,not found,not found
43388,Daana Saakena,US,1.0,F,1.0,0.0,0.0
30498,Fabio,IT,1.0,M,0.0,1.0,0.0
47924,Edwin Nicholas,US,2.0,M,0.0,1.0,0.0
37726,Luis,ES,1.0,M,0.0,1.0,0.0
37450,Malgorzata,PL,1.0,F,1.0,0.0,0.0
45750,Digvijay A.,US,2.0,M,0.0,1.0,0.0
40201,Carolyn,US,1.0,F,0.99708271,0.0,0.0
23695,Ryuki,JP,3.0,M,0.0,1.0,0.0
10923,Rajendrasinh Banesinh,US,,not found,not found,not found,not found
39129,Tamilarasan,IN,1.0,M,0.0,1.0,0.0
10924,Zhenfan,CN,,not found,not found,not found,not found
45776,Aaron,US,2.0,M,0.0,1.0,0.0
47787,Don Eric,US,2.0,M,0.0,1.0,0.0
27911,Guoqing,CN,1.0,M,0.0,1.0,0.0
46806,Vugranam C.,US,2.0,M,0.0,1.0,0.0
10925,Jungsun,KR,,not found,not found,not found,not found
23696,Xiaowei,CN,3.0,M,0.0,1.0,0.0
36987,Kyoung Ro,KR,1.0,?,0.0,0.0,1.0
28174,Gumersindo,ES,1.0,M,0.0,1.0,0.0
28252,Haining,US,1.0,M,0.0,1.0,0.0
23697,Hua,CN,3.0,M,0.0,1.0,0.0
23698,Xiao-Yu,TW,3.0,F,1.0,0.0,0.0
42808,Sruti,US,1.0,F,1.0,0.0,0.0
10926,Mohammadhadi,CA,,not found,not found,not found,not found
34392,Ju,US,1.0,F,0.66339064,0.0,0.0
10927,Yunhui,US,,not found,not found,not found,not found
48147,Felipe,CL,2.0,M,0.0,1.0,0.0
34052,Jung su,KR,1.0,?,0.0,0.0,1.0
23699,Yibin,CN,3.0,M,0.0,1.0,0.0
38670,Atsushi,JP,1.0,M,0.0,1.0,0.0
23700,Yongmei,US,3.0,F,1.0,0.0,0.0
38590,Ayelet,US,1.0,F,1.0,0.0,0.0
10928,Gerchih,US,,not found,not found,not found,not found
10929,Zhishuo,CN,,not found,not found,not found,not found
40795,Yoshiaki,JP,1.0,M,0.0,1.0,0.0
23701,Hongwei,GB,3.0,M,0.0,1.0,0.0
10930,Heechoon,US,,not found,not found,not found,not found
23702,Xiaoqiang,CN,3.0,M,0.0,1.0,0.0
10931,Nayon,US,,not found,not found,not found,not found
10932,Bangran,CN,,not found,not found,not found,not found
52741,Sandro,NL,2.0,M,0.0,1.0,0.0
10933,Feng,US,,not found,not found,not found,not found
41525,Anton Vladimirovich,RU,1.0,M,0.0,1.0,0.0
39336,Takefumi,JP,1.0,M,0.0,1.0,0.0
35156,Jingyi,CN,1.0,?,0.0,0.0,1.0
45702,Heh-Chyun Cliff,US,1.0,M,0.0,1.0,0.0
46625,Brahma Sandhi S,US,2.0,M,0.0,1.0,0.0
23703,Xiaozhou,CN,3.0,F,1.0,0.0,0.0
39340,Takehiro,JP,1.0,M,0.0,1.0,0.0
10934,Peifei,JP,,not found,not found,not found,not found
31921,Florian,DE,1.0,M,0.0,1.0,0.0
10935,Yuxiong,CN,,not found,not found,not found,not found
35873,Michael,IL,1.0,M,0.0,1.0,0.0
52752,Sanjay Kaniyoor Surendra,IN,2.0,M,0.0,1.0,0.0
34243,Jong-Chul,KR,1.0,?,0.0,0.0,1.0
10936,Xinping,US,,not found,not found,not found,not found
46616,Bradley S.,US,2.0,M,0.0,1.0,0.0
39627,Chian Chiu,US,1.0,F,1.0,0.0,0.0
10937,Hucheng,US,,not found,not found,not found,not found
39519,Cheon Ok,KR,1.0,?,0.0,0.0,1.0
51622,Olga,FI,2.0,F,1.0,0.0,0.0
10938,JunHyuk,KR,,not found,not found,not found,not found
10939,Shunwan,CN,,not found,not found,not found,not found
40789,Yoshihiko,JP,1.0,M,0.0,1.0,0.0
10940,Fei,CN,,not found,not found,not found,not found
10941,Changrai,KR,,not found,not found,not found,not found
10942,Yuehai,US,,not found,not found,not found,not found
23704,Yongjun,KR,3.0,M,0.0,1.0,0.0
10943,ChitraBharathi,US,,not found,not found,not found,not found
40317,Yoshirou,JP,1.0,M,0.0,1.0,0.0
51127,Michael,US,2.0,M,0.0,1.0,0.0
23705,Min-Lung,TW,3.0,M,0.0,1.0,0.0
23706,Gaofeng,CN,3.0,M,0.0,1.0,0.0
35411,Masato,JP,1.0,M,0.0,1.0,0.0
30728,Dong Ho,KR,1.0,M,0.0,1.0,0.0
10944,Hyoseok,KR,,not found,not found,not found,not found
27512,Hanz,US,1.0,M,0.0,1.0,0.0
47631,David Tse-Zhou,US,2.0,M,0.0,1.0,0.0
50942,Matthew,US,2.0,M,0.0,1.0,0.0
10945,Kwanghee,KR,,not found,not found,not found,not found
48748,Hiroshi,JP,2.0,M,0.0,1.0,0.0
34820,Jin Woong,KR,1.0,F,1.0,0.0,0.0
10946,Wenyu,CN,,not found,not found,not found,not found
42923,Dawn M,US,1.0,F,0.9964276,0.0,0.0
37649,Liraz,IL,1.0,F,1.0,0.0,0.0
38307,Ui-Jung,KR,1.0,?,0.0,0.0,1.0
48671,Harsha Vardhan,IN,2.0,M,0.0,1.0,0.0
43395,Sung-Ik,KR,1.0,?,0.0,0.0,1.0
50764,Manuel A.,US,2.0,M,0.0,1.0,0.0
42534,Andrej,US,1.0,M,0.0,1.0,0.0
30777,Doo Hoon,KR,1.0,?,0.0,0.0,1.0
27294,Peter,DE,1.0,M,0.0,1.0,0.0
10947,Tianma,CN,,not found,not found,not found,not found
30501,Fabio Andrea,IT,1.0,M,0.0,1.0,0.0
28945,Hua,CA,1.0,F,0.80000001,0.0,0.0
23707,Lusu,US,3.0,F,1.0,0.0,0.0
30003,Seung Soo,KR,1.0,?,0.0,0.0,1.0
10948,Zhenxing,CN,,not found,not found,not found,not found
30005,Seung Yeol,KR,1.0,?,0.0,0.0,1.0
43235,Stefan Cornells,NL,1.0,M,0.0,1.0,0.0
33585,Klaus-Peter,DE,1.0,M,0.0,1.0,0.0
10949,Jinie,KR,,not found,not found,not found,not found
32409,Santhosh Kumar,US,1.0,M,0.0,1.0,0.0
23708,Liang,CN,3.0,M,0.0,1.0,0.0
23709,Wenwen,CN,3.0,F,1.0,0.0,0.0
31284,Roland,DE,1.0,M,0.0,1.0,0.0
23710,Hyunchul,KR,3.0,M,0.0,1.0,0.0
23711,Long,CN,3.0,M,0.0,1.0,0.0
23712,Qingyun,CN,3.0,F,1.0,0.0,0.0
10950,Jen-Hsiang,TW,,not found,not found,not found,not found
27196,Philip,PH,1.0,M,0.0,1.0,0.0
41239,Akiko,JP,1.0,F,1.0,0.0,0.0
10951,Yaohui,US,,not found,not found,not found,not found
51128,Michael,US,2.0,M,0.0,1.0,0.0
30192,Sebastian,DE,1.0,M,0.0,1.0,0.0
42826,Claudio,IT,1.0,M,0.0,1.0,0.0
10952,Hoyoung,KR,,not found,not found,not found,not found
46370,Atila,US,2.0,M,0.0,1.0,0.0
40858,Abubakr O.,US,1.0,M,0.0,1.0,0.0
48783,Hongyuan,US,2.0,M,0.0,1.0,0.0
10953,Erheng,US,,not found,not found,not found,not found
38032,Venkatesh Kempapura,US,1.0,M,0.0,1.0,0.0
10954,Quanlin,CN,,not found,not found,not found,not found
10955,Changfang,CN,,not found,not found,not found,not found
41080,Zhiming,US,1.0,M,0.0,1.0,0.0
10956,Yoshihira,JP,,not found,not found,not found,not found
38936,Vladislav,US,1.0,M,0.0,1.0,0.0
34818,Jin Ho,KR,1.0,F,1.0,0.0,0.0
48633,Hao,US,2.0,M,0.0,1.0,0.0
23713,Xiaozhong,US,3.0,M,0.0,1.0,0.0
23714,Sungjin,KR,3.0,M,0.0,1.0,0.0
10957,Tommer,US,,not found,not found,not found,not found
10958,Huan,US,,not found,not found,not found,not found
23715,Youngho,KR,3.0,M,0.0,1.0,0.0
10959,Myungsu,KR,,not found,not found,not found,not found
10960,Jun,CN,,not found,not found,not found,not found
23716,Shan,US,3.0,M,0.0,1.0,0.0
10961,Hongjie,CN,,not found,not found,not found,not found
54607,Zheng,US,2.0,M,0.0,1.0,0.0
36010,Michael,DE,1.0,M,0.0,1.0,0.0
10962,Yuanjing,CN,,not found,not found,not found,not found
47397,Dan,US,2.0,M,0.0,1.0,0.0
39649,Carl,SE,1.0,M,0.0,1.0,0.0
10963,Junya,CN,,not found,not found,not found,not found
23717,Jia Hui,SG,3.0,M,0.0,1.0,0.0
48307,Gary E.,US,2.0,M,0.0,1.0,0.0
50698,Deeder M.,US,2.0,M,0.0,1.0,0.0
10964,Khondaker Mirazur,GB,,not found,not found,not found,not found
23718,Bo,CN,3.0,M,0.0,1.0,0.0
23719,Tao,US,3.0,M,0.0,1.0,0.0
37516,Lukasz,US,1.0,M,0.0,1.0,0.0
53226,Steven,US,2.0,M,0.0,1.0,0.0
28189,Gyu-Mook,KR,1.0,?,0.0,0.0,1.0
23720,Shuang,CN,3.0,F,1.0,0.0,0.0
23721,Shan,US,3.0,M,0.0,1.0,0.0
23722,Lewen,FR,3.0,M,0.0,1.0,0.0
10965,DingYu,CN,,not found,not found,not found,not found
53267,Sumit Kumar,IN,2.0,M,0.0,1.0,0.0
28503,Pui Kei Johnston,US,1.0,F,0.9818182,0.0,0.0
23723,Tatsumi,JP,3.0,M,0.0,1.0,0.0
23724,Shrirang,US,3.0,M,0.0,1.0,0.0
37696,Irina Yurievna,RU,1.0,F,1.0,0.0,0.0
23725,Long Long,CN,3.0,M,0.0,1.0,0.0
36613,Leah,US,1.0,F,0.9979254,0.0,0.0
52540,Ruben,US,2.0,M,0.0,1.0,0.0
41303,Agnieszka,GB,1.0,F,1.0,0.0,0.0
31152,Eleanor Simone Frederika,GB,1.0,F,1.0,0.0,0.0
53153,Stephen Michael,US,2.0,M,0.0,1.0,0.0
23726,Xiang,CN,3.0,M,0.0,1.0,0.0
46919,Casey,US,2.0,F,1.0,0.0,0.0
37087,Lauren F.,US,1.0,F,0.98746651,0.0,0.0
23727,Swiss,CN,3.0,M,0.0,1.0,0.0
43812,Srikanth,US,1.0,M,0.0,1.0,0.0
10966,Guangrui,CN,,not found,not found,not found,not found
39372,Takenori,JP,1.0,M,0.0,1.0,0.0
10967,Bin,CN,,not found,not found,not found,not found
52003,Qi,US,2.0,M,0.0,1.0,0.0
31808,Rik W.,BE,1.0,M,0.0,1.0,0.0
23728,Qi,CN,3.0,M,0.0,1.0,0.0
39634,Tomoaki,JP,1.0,M,0.0,1.0,0.0
28091,Gu Won,KR,1.0,?,0.0,0.0,1.0
23729,Xueling,CN,3.0,F,1.0,0.0,0.0
38481,Avadhanam,IN,1.0,?,0.0,0.0,1.0
10968,Hong,CN,,not found,not found,not found,not found
36735,Jacque Sue,US,1.0,F,0.68191111,0.0,0.0
10969,Kenzou,JP,,not found,not found,not found,not found
23730,Kareemuddin,SA,3.0,M,0.0,1.0,0.0
46260,Miechiel Anthony,NL,2.0,M,0.0,1.0,0.0
43308,Craig,GB,1.0,M,0.0,1.0,0.0
52885,Sergio,US,2.0,M,0.0,1.0,0.0
10970,Byunghoon,KR,,not found,not found,not found,not found
10971,Fucai,CN,,not found,not found,not found,not found
23731,Yeeun,KR,3.0,F,1.0,0.0,0.0
48487,Greg,US,2.0,M,0.0,1.0,0.0
10972,Mitsuomi,JP,,not found,not found,not found,not found
23732,Yuzhu,CN,3.0,F,1.0,0.0,0.0
35152,Jingyi,US,1.0,F,1.0,0.0,0.0
23733,Wickie Meier,DK,3.0,M,0.0,1.0,0.0
44038,Takao,JP,1.0,M,0.0,1.0,0.0
35663,Marcos,BR,1.0,M,0.0,1.0,0.0
39032,Vinutha,IN,1.0,F,1.0,0.0,0.0
38393,Trilokesh,IN,1.0,M,0.0,1.0,0.0
32268,Gabriela Susana Chennisi,US,1.0,F,0.99486369,0.0,0.0
50610,Lucas R.,US,2.0,M,0.0,1.0,0.0
23734,Ming-Che,TW,3.0,M,0.0,1.0,0.0
33015,Kazuya,JP,1.0,M,0.0,1.0,0.0
23735,Hoe Kit Liew How Kiat,MY,3.0,M,0.0,1.0,0.0
31254,Georgios,US,1.0,M,0.0,1.0,0.0
39403,Cho Hee,KR,1.0,?,0.0,0.0,1.0
42340,Yasuhiko,JP,1.0,M,0.0,1.0,0.0
33412,Kye-Hyeon,KR,1.0,?,0.0,0.0,1.0
39374,Takenori,JP,1.0,M,0.0,1.0,0.0
23736,Xuefeng,CN,3.0,M,0.0,1.0,0.0
50236,Khaoula,FR,2.0,F,1.0,0.0,0.0
23737,Xiaozhong,US,3.0,M,0.0,1.0,0.0
