,name_first,country,level,gender,F,M,?
16172,Wei,CN,3.0,M,0.0,1.0,0.0
825,Wooyong,KR,,not found,not found,not found,not found
35788,Hyung-Jun,KR,1.0,?,0.0,0.0,1.0
30030,Shelesh,IN,1.0,M,0.0,1.0,0.0
49177,Jeff,US,2.0,M,0.0,1.0,0.0
826,Wei'ang,CN,,not found,not found,not found,not found
46217,Andy,US,2.0,M,0.0,1.0,0.0
827,Xiaochuan,CN,,not found,not found,not found,not found
16173,Dhanashankar,US,3.0,M,0.0,1.0,0.0
43406,Dae-Yeol,KR,1.0,?,0.0,0.0,1.0
16174,Meng-Hung,TW,3.0,M,0.0,1.0,0.0
16175,Jie,CN,3.0,M,0.0,1.0,0.0
828,Yingcong,CN,,not found,not found,not found,not found
829,Hojung,KR,,not found,not found,not found,not found
54485,Yusuke,JP,2.0,M,0.0,1.0,0.0
42696,Dan Niculae,DE,1.0,M,0.0,1.0,0.0
34535,Jing,US,1.0,F,0.92206907,0.0,0.0
16176,Beguem,DE,3.0,F,1.0,0.0,0.0
16177,Peng Hui,CN,3.0,M,0.0,1.0,0.0
47524,Darren,US,2.0,M,0.0,1.0,0.0
34015,Jong Kyu,KR,1.0,?,0.0,0.0,1.0
830,Zifei,CN,,not found,not found,not found,not found
31467,Ryosuke,JP,1.0,M,0.0,1.0,0.0
16178,Xiaopeng,CN,3.0,M,0.0,1.0,0.0
831,Haoli,US,,not found,not found,not found,not found
16179,Qifeng,CN,3.0,M,0.0,1.0,0.0
49542,Jonathan,US,2.0,M,0.0,1.0,0.0
16180,Pei-Yu,TW,3.0,F,1.0,0.0,0.0
832,Taeyun,KR,,not found,not found,not found,not found
833,Rijun,CN,,not found,not found,not found,not found
54445,Yufan,US,2.0,M,0.0,1.0,0.0
31172,Shinji,JP,1.0,M,0.0,1.0,0.0
41760,Ariel,US,1.0,F,0.78577304,0.0,0.0
834,Jingwen,CN,,not found,not found,not found,not found
16181,Jhy-Jyi,TW,3.0,M,0.0,1.0,0.0
16182,Bing,CN,3.0,M,0.0,1.0,0.0
835,Yaole,CN,,not found,not found,not found,not found
40613,Yong-Gan,KR,1.0,?,0.0,0.0,0.66666669
836,Fanhong,CN,,not found,not found,not found,not found
46142,Andrew,US,2.0,M,0.0,1.0,0.0
34766,Kazuhiro,JP,1.0,M,0.0,1.0,0.0
32459,Frédéric,FR,1.0,M,0.0,1.0,0.0
837,Hyeok,KR,,not found,not found,not found,not found
16183,Tao,CN,3.0,M,0.0,1.0,0.0
16184,Lihong,CN,3.0,F,1.0,0.0,0.0
42384,Anirudh,US,1.0,M,0.0,1.0,0.0
31159,Shinnosuke,JP,1.0,M,0.0,1.0,0.0
51375,Naseem Y.,US,2.0,M,0.0,1.0,0.0
16185,Daeun,KR,3.0,F,1.0,0.0,0.0
16186,Wenqin,CN,3.0,F,1.0,0.0,0.0
16187,Dominque,SE,3.0,F,1.0,0.0,0.0
41348,Yukihiro,JP,1.0,M,0.0,1.0,0.0
16188,Mahdieh,US,3.0,F,1.0,0.0,0.0
36375,Hyeon-Seok,KR,1.0,?,0.0,0.0,1.0
838,Cheolkyu,KR,,not found,not found,not found,not found
839,Shuquan,CN,,not found,not found,not found,not found
48290,Buckell Gary,US,2.0,M,0.0,1.0,0.0
840,Kerui,CN,,not found,not found,not found,not found
841,Huiyang,CN,,not found,not found,not found,not found
16189,Xin,CN,3.0,F,1.0,0.0,0.0
16190,Qhalid,US,3.0,M,0.0,1.0,0.0
842,Runze,CN,,not found,not found,not found,not found
843,Jin,CN,,not found,not found,not found,not found
29575,Nir,IL,1.0,M,0.0,1.0,0.0
844,Youngjun,KR,,not found,not found,not found,not found
16191,Haizhen,CN,3.0,F,1.0,0.0,0.0
16192,Xiuqi,CN,3.0,M,0.0,1.0,0.0
16193,Xiaodong,US,3.0,M,0.0,1.0,0.0
845,Bortecene,CH,,not found,not found,not found,not found
846,Tingfang,US,,not found,not found,not found,not found
45918,Alberto,NL,2.0,M,0.0,1.0,0.0
43185,Sivabalan,IN,1.0,M,0.0,1.0,0.0
16194,Chao-Chang,TW,3.0,M,0.0,1.0,0.0
16195,Banri,JP,3.0,F,1.0,0.0,0.0
27480,Peter,DE,1.0,M,0.0,1.0,0.0
16196,Qi,CN,3.0,M,0.0,1.0,0.0
847,Maomao,SE,,not found,not found,not found,not found
848,Gangqiao,CN,,not found,not found,not found,not found
849,Yifan,US,,not found,not found,not found,not found
16197,Weiping,US,3.0,F,1.0,0.0,0.0
43063,Sina,US,1.0,F,0.79612714,0.0,0.0
50599,LuAn,US,2.0,M,0.0,1.0,0.0
850,Eishin,JP,,not found,not found,not found,not found
851,Jiawei,CN,,not found,not found,not found,not found
54042,Xiaomeng,US,2.0,M,0.0,1.0,0.0
16198,Jun-Ping,CN,3.0,M,0.0,1.0,0.0
39193,Teppei,JP,1.0,M,0.0,1.0,0.0
852,Donghoon,KR,,not found,not found,not found,not found
36702,Jae Jin,KR,1.0,?,0.0,0.0,1.0
49970,Kai Chung,CA,2.0,M,0.0,1.0,0.0
853,Weibing,US,,not found,not found,not found,not found
46891,Carroll Wayne,US,2.0,M,0.0,1.0,0.0
854,Guangping,US,,not found,not found,not found,not found
38749,Viktoria,DE,1.0,F,1.0,0.0,0.0
16199,Da xue,CN,3.0,F,1.0,0.0,0.0
39776,Carlos,ES,1.0,M,0.0,1.0,0.0
36692,Jae-woo,KR,1.0,?,0.0,0.0,1.0
30969,Emilien,FR,1.0,M,0.0,1.0,0.0
16200,Pengfei,US,3.0,M,0.0,1.0,0.0
39453,Takayuki,JP,1.0,M,0.0,1.0,0.0
16201,Zhiwei,US,3.0,M,0.0,1.0,0.0
855,Souham,IN,,not found,not found,not found,not found
53188,Steven Edward,US,2.0,M,0.0,1.0,0.0
856,Szu-Chi,TW,,not found,not found,not found,not found
42348,Yasuhiro,JP,1.0,M,0.0,1.0,0.0
857,Naotsugu,JP,,not found,not found,not found,not found
16202,Jinsong,CN,3.0,M,0.0,1.0,0.0
858,Yabing,JP,,not found,not found,not found,not found
48868,Iordana,CA,2.0,F,1.0,0.0,0.0
44440,Stephan,DE,1.0,M,0.0,1.0,0.0
36690,Jae Woong,KR,1.0,?,0.0,0.0,1.0
859,Jongho,KR,,not found,not found,not found,not found
27278,Peter,GB,1.0,M,0.0,1.0,0.0
44878,Gyoo Taek,KR,1.0,?,0.0,0.0,1.0
48177,Francis,CA,2.0,M,0.0,1.0,0.0
30836,Doo Kyung,KR,1.0,?,0.0,0.0,1.0
53887,William Robert,US,2.0,M,0.0,1.0,0.0
38629,Ashutosh,US,1.0,M,0.0,1.0,0.0
43564,Sreejith,IN,1.0,M,0.0,1.0,0.0
16203,Seunghyun,KR,3.0,M,0.0,1.0,0.0
860,Zongchao,CN,,not found,not found,not found,not found
861,Yangzhi,CN,,not found,not found,not found,not found
36939,Jane Ellen,US,1.0,F,0.99690598,0.0,0.0
51761,Paul,IT,2.0,M,0.0,1.0,0.0
52525,Roxana Simona,NL,2.0,F,1.0,0.0,0.0
16204,Burkay,US,3.0,M,0.0,1.0,0.0
16205,Shun-Biao,TW,3.0,M,0.0,1.0,0.0
50047,Kaixiang,US,2.0,M,0.0,1.0,0.0
16206,Tao,CN,3.0,M,0.0,1.0,0.0
39183,Tania,US,1.0,F,0.99778342,0.0,0.0
16207,Jing-Cheng,TW,3.0,M,0.0,1.0,0.0
16208,Man,CN,3.0,F,1.0,0.0,0.0
28443,Proshanta,IN,1.0,M,0.0,1.0,0.0
47715,Derek,US,2.0,M,0.0,1.0,0.0
16209,Pierre,CN,3.0,M,0.0,1.0,0.0
862,Xinxia,CN,,not found,not found,not found,not found
16210,Xiao-ping,CN,3.0,F,1.0,0.0,0.0
16211,Yuna,KR,3.0,F,1.0,0.0,0.0
33893,Jung-Kyung,KR,1.0,?,0.0,0.0,1.0
41801,Asaf,IL,1.0,M,0.0,1.0,0.0
46777,Brynn,US,2.0,M,0.0,1.0,0.0
46686,Brian G.,US,2.0,M,0.0,1.0,0.0
863,Shumeng,CN,,not found,not found,not found,not found
864,Peymaun,US,,not found,not found,not found,not found
16212,Peng,CN,3.0,M,0.0,1.0,0.0
29259,Oh Jae,KR,1.0,?,0.0,0.0,1.0
16213,Oluwatobi,US,3.0,M,0.0,1.0,0.0
37123,Lakshmikanth,IN,1.0,?,0.0,0.0,1.0
16214,Dwarikanath,AU,3.0,M,0.0,1.0,0.0
865,Caridy,US,,not found,not found,not found,not found
866,Qingan,CN,,not found,not found,not found,not found
43221,Taiji,JP,1.0,M,0.0,1.0,0.0
30061,Engin,TR,1.0,M,0.0,1.0,0.0
48073,Ethan E.,US,2.0,M,0.0,1.0,0.0
867,Kwangtai,KR,,not found,not found,not found,not found
16215,Yan,CN,3.0,M,0.0,1.0,0.0
868,Tongfei,CN,,not found,not found,not found,not found
16216,Lihui,CN,3.0,F,1.0,0.0,0.0
52696,Samuel W.,US,2.0,M,0.0,1.0,0.0
33923,Jonas,DK,1.0,M,0.0,1.0,0.0
16217,Zhou,CN,3.0,M,0.0,1.0,0.0
869,Qin,CN,,not found,not found,not found,not found
870,Zhennian,CN,,not found,not found,not found,not found
16218,Li-Jen,TW,3.0,F,1.0,0.0,0.0
871,Rui,US,,not found,not found,not found,not found
872,HanSeok,KR,,not found,not found,not found,not found
32203,Ga Young,KR,1.0,?,0.0,0.0,1.0
42984,Divya Kannan,US,1.0,F,0.99522436,0.0,0.0
873,Fangpo,CN,,not found,not found,not found,not found
16219,Yuying,CN,3.0,F,1.0,0.0,0.0
53294,Syler A.,US,2.0,M,0.0,1.0,0.0
52183,Ranil,US,2.0,M,0.0,1.0,0.0
16220,Cheng,US,3.0,M,0.0,1.0,0.0
28650,Hong-Sil,KR,1.0,M,0.0,1.0,0.0
16221,Guixiang,CN,3.0,F,1.0,0.0,0.0
38453,Aviad,IL,1.0,F,1.0,0.0,0.0
34423,Juan Socorro,MX,1.0,M,0.0,1.0,0.0
42844,Tae Hun,KR,1.0,M,0.0,1.0,0.0
33916,Jung Whan,KR,1.0,?,0.0,0.0,1.0
36686,Jae Ho,KR,1.0,?,0.0,0.0,1.0
874,Linbo,CN,,not found,not found,not found,not found
34597,Jing,CA,1.0,F,1.0,0.0,0.0
49780,Julian,SE,2.0,M,0.0,1.0,0.0
16222,Linwei,CN,3.0,M,0.0,1.0,0.0
875,Anongsack,JP,,not found,not found,not found,not found
44304,Siddhant,US,1.0,M,0.0,1.0,0.0
876,Weinan,CN,,not found,not found,not found,not found
16223,Chao-Jung,TW,3.0,M,0.0,1.0,0.0
38726,William Peter,NL,1.0,M,0.0,1.0,0.0
16224,Haitao,CN,3.0,M,0.0,1.0,0.0
16225,Fen,CN,3.0,F,1.0,0.0,0.0
49657,Joseph,US,2.0,M,0.0,1.0,0.0
53321,Taoran,US,2.0,M,0.0,1.0,0.0
16226,Lulwa,SA,3.0,F,1.0,0.0,0.0
34424,Juan Francisco,MX,1.0,M,0.0,1.0,0.0
46263,Anthony,US,2.0,M,0.0,1.0,0.0
51764,Paul,US,2.0,M,0.0,1.0,0.0
27239,Harjinder S.,US,1.0,M,0.0,1.0,0.0
36667,Lei,US,1.0,F,0.96792454,0.0,0.0
33917,Jung-Min,KR,1.0,?,0.0,0.0,1.0
40304,Yoshiyuki,JP,1.0,M,0.0,1.0,0.0
42095,Yeon Soo,KR,1.0,?,0.0,0.0,1.0
30487,Fabio,IT,1.0,M,0.0,1.0,0.0
877,Songyi,KR,,not found,not found,not found,not found
16227,Pengpeng,CN,3.0,M,0.0,1.0,0.0
38620,Won Kyu,KR,1.0,M,0.0,1.0,0.0
16228,Bo,CN,3.0,M,0.0,1.0,0.0
46987,Dondi Charles,US,2.0,M,0.0,1.0,0.0
29444,Oleg Alexandrovich,UA,1.0,M,0.0,1.0,0.0
51165,Michal,GB,2.0,M,0.0,1.0,0.0
39368,Takehisa,JP,1.0,M,0.0,1.0,0.0
42781,Song,US,1.0,F,0.72757775,0.0,0.0
16229,Liang,NL,3.0,M,0.0,1.0,0.0
878,Zhinian,CN,,not found,not found,not found,not found
16230,Jihye,KR,3.0,F,1.0,0.0,0.0
33577,Jenny S.,US,1.0,F,0.99326819,0.0,0.0
41488,Antonio,IT,1.0,M,0.0,1.0,0.0
16231,Hai,CN,3.0,M,0.0,1.0,0.0
879,JeongWoo,KR,,not found,not found,not found,not found
880,Kyungmin,US,,not found,not found,not found,not found
38080,Varsha,US,1.0,F,1.0,0.0,0.0
49658,Joseph,US,2.0,M,0.0,1.0,0.0
47069,Chong,US,2.0,M,0.0,1.0,0.0
881,Jin,US,,not found,not found,not found,not found
16232,Pratyusa K.,US,3.0,F,1.0,0.0,0.0
27396,Pin,US,1.0,M,0.0,1.0,0.0
45648,Elisamauro Francisco,BR,1.0,M,0.0,1.0,0.0
30392,Sergej,BY,1.0,M,0.0,1.0,0.0
33224,Kristjan,SI,1.0,M,0.0,1.0,0.0
16233,Tao,US,3.0,M,0.0,1.0,0.0
882,Houri,US,,not found,not found,not found,not found
883,Liquan,CN,,not found,not found,not found,not found
884,Seyedkianoush,US,,not found,not found,not found,not found
885,Dohyung,KR,,not found,not found,not found,not found
44929,A Ra,KR,1.0,?,0.0,0.0,1.0
32314,Sally,US,1.0,F,0.9968406,0.0,0.0
34066,Jungo,JP,1.0,M,0.0,1.0,0.0
886,Tenni,US,,not found,not found,not found,not found
28163,Guillaume,CA,1.0,M,0.0,1.0,0.0
42838,Dieter,DE,1.0,M,0.0,1.0,0.0
49659,Joseph,US,2.0,M,0.0,1.0,0.0
43901,Diana,FR,1.0,F,1.0,0.0,0.0
887,Heejeong,KR,,not found,not found,not found,not found
16234,Nozad,US,3.0,M,0.0,1.0,0.0
48939,Jack Christopher,US,2.0,M,0.0,1.0,0.0
37532,Lisha,US,1.0,F,1.0,0.0,0.0
34954,Johann,DE,1.0,M,0.0,1.0,0.0
35457,Masahiko,JP,1.0,M,0.0,1.0,0.0
888,Chuangxin,CN,,not found,not found,not found,not found
16235,Yongchao,CN,3.0,M,0.0,1.0,0.0
45969,Alexander Edward,US,2.0,M,0.0,1.0,0.0
16236,Yongli,AT,3.0,F,1.0,0.0,0.0
889,Yang,CN,,not found,not found,not found,not found
42597,Damien,CA,1.0,M,0.0,1.0,0.0
16237,Saryu,US,3.0,F,1.0,0.0,0.0
890,Saypen,IT,,not found,not found,not found,not found
891,Eunah,KR,,not found,not found,not found,not found
16238,Anvesh,US,3.0,M,0.0,1.0,0.0
16239,Yebin,US,3.0,M,0.0,1.0,0.0
892,Youngah,KR,,not found,not found,not found,not found
44416,Takahiro,JP,1.0,M,0.0,1.0,0.0
893,Chunfu,US,,not found,not found,not found,not found
43627,Deborah Janette,US,1.0,F,0.99776006,0.0,0.0
894,Xucheng,CN,,not found,not found,not found,not found
39174,Tannaz,US,1.0,F,1.0,0.0,0.0
16240,Huixin,CN,3.0,F,1.0,0.0,0.0
16241,Xiaohui,US,3.0,F,1.0,0.0,0.0
49631,Jose,US,2.0,M,0.0,1.0,0.0
16242,Xiaopeng,CN,3.0,M,0.0,1.0,0.0
34745,Kazuhiro,JP,1.0,M,0.0,1.0,0.0
54529,Zachary,US,2.0,M,0.0,1.0,0.0
40339,Alex M.,NL,1.0,M,0.0,1.0,0.0
40614,Yong Gyeong,KR,1.0,?,0.0,0.0,0.66666669
30010,Eugenia,US,1.0,F,0.99948812,0.0,0.0
27439,Piet,NL,1.0,M,0.0,1.0,0.0
16243,Sangar,US,3.0,M,0.0,1.0,0.0
51321,Shwetak N.,US,2.0,F,1.0,0.0,0.0
895,Tongbo,US,,not found,not found,not found,not found
896,Baixuan,DE,,not found,not found,not found,not found
897,Bin,US,,not found,not found,not found,not found
31998,Francine,US,1.0,F,0.99969059,0.0,0.0
16244,Xinying,CN,3.0,F,1.0,0.0,0.0
16245,Wendi,CN,3.0,F,1.0,0.0,0.0
898,Kiran Shanthamallappa,SG,,not found,not found,not found,not found
37794,Loucinda C.,US,1.0,F,1.0,0.0,0.0
31645,Govind Ram,US,1.0,M,0.0,1.0,0.0
54369,Yong,US,2.0,M,0.0,1.0,0.0
899,Manchao,US,,not found,not found,not found,not found
16246,Chengjun,CN,3.0,M,0.0,1.0,0.0
50817,Mark,US,2.0,M,0.0,1.0,0.0
900,Xueqing,US,,not found,not found,not found,not found
901,Chanwoo,KR,,not found,not found,not found,not found
54444,Yueying,US,2.0,F,1.0,0.0,0.0
28320,Prakhar,US,1.0,M,0.0,1.0,0.0
53104,Stanislav,US,2.0,M,0.0,1.0,0.0
54136,Yacine,FR,2.0,M,0.0,1.0,0.0
902,Toshitsugi,JP,,not found,not found,not found,not found
16247,Ratnesh,US,3.0,M,0.0,1.0,0.0
49595,Joon,US,2.0,M,0.0,1.0,0.0
32400,Frank,DE,1.0,M,0.0,1.0,0.0
903,Zhe,CN,,not found,not found,not found,not found
45724,Roshantha A.,US,2.0,M,0.0,1.0,0.0
49437,John Liam Sproule,CA,2.0,M,0.0,1.0,0.0
904,Seungyeon,KR,,not found,not found,not found,not found
41812,Woo Chui,KR,1.0,?,0.0,0.0,1.0
52789,Scott,US,2.0,M,0.0,1.0,0.0
29937,Shanshan,US,1.0,F,0.80000001,0.0,0.0
905,Shengyue,CN,,not found,not found,not found,not found
906,Yumao,US,,not found,not found,not found,not found
907,Dongjin,KR,,not found,not found,not found,not found
908,Kyungsu,KR,,not found,not found,not found,not found
909,Xiangqian,CN,,not found,not found,not found,not found
48175,Francesco,AT,2.0,M,0.0,1.0,0.0
49442,John T.,US,2.0,M,0.0,1.0,0.0
910,Laisheng,US,,not found,not found,not found,not found
50101,Keenan,US,2.0,M,0.0,1.0,0.0
30035,Enrico,IT,1.0,M,0.0,1.0,0.0
911,Nailin,CN,,not found,not found,not found,not found
31240,Ryohei,JP,1.0,M,0.0,1.0,0.0
47535,Dave,US,2.0,M,0.0,1.0,0.0
53054,Sol,US,2.0,M,0.0,1.0,0.0
16248,Yong,SG,3.0,M,0.0,1.0,0.0
16249,Yunjin,CN,3.0,F,1.0,0.0,0.0
52697,Samuel,US,2.0,M,0.0,1.0,0.0
16250,Wei,CN,3.0,M,0.0,1.0,0.0
43703,Cleiton Carvalho,BR,1.0,M,0.0,1.0,0.0
16251,Kunyu,CN,3.0,M,0.0,1.0,0.0
912,Hojr,US,,not found,not found,not found,not found
40616,Yong-Han,KR,1.0,?,0.0,0.0,0.66666669
913,Puneit,US,,not found,not found,not found,not found
914,Kangguo,US,,not found,not found,not found,not found
44336,Takashi,JP,1.0,M,0.0,1.0,0.0
915,Trysit,TH,,not found,not found,not found,not found
45919,Alberto,NL,2.0,M,0.0,1.0,0.0
49443,John Z.,US,2.0,M,0.0,1.0,0.0
27295,Peter,DE,1.0,M,0.0,1.0,0.0
51212,Min-jun,KR,2.0,M,0.0,1.0,0.0
44649,Hye Lim,KR,1.0,?,0.0,0.0,1.0
40617,Yong Hun,KR,1.0,?,0.0,0.0,0.66666669
16252,Yan,CN,3.0,M,0.0,1.0,0.0
916,Nien-Tse,TW,,not found,not found,not found,not found
48774,Hongyuan,US,2.0,M,0.0,1.0,0.0
917,Siding,CN,,not found,not found,not found,not found
16253,Tong,CN,3.0,M,0.0,1.0,0.0
29010,Hsin-Yuo,US,1.0,F,0.66666669,0.0,0.0
32302,Sailatha,IN,1.0,F,1.0,0.0,0.0
16254,Yizhen,CN,3.0,F,1.0,0.0,0.0
918,Penshun,CN,,not found,not found,not found,not found
27560,Helen,DK,1.0,F,1.0,0.0,0.0
919,Seyedkianoush,US,,not found,not found,not found,not found
16255,Xiaoke,US,3.0,M,0.0,1.0,0.0
920,Changzheng,CN,,not found,not found,not found,not found
16256,Haidong,US,3.0,M,0.0,1.0,0.0
53060,Sony,US,2.0,M,0.0,1.0,0.0
16257,Jinwoo,KR,3.0,M,0.0,1.0,0.0
16258,Chien-Fa,TW,3.0,M,0.0,1.0,0.0
16259,Daiyan,CN,3.0,M,0.0,1.0,0.0
40667,Alicia Renae,US,1.0,F,0.99680275,0.0,0.0
16260,Xi,CN,3.0,F,1.0,0.0,0.0
16261,Jheng-Ying,TW,3.0,M,0.0,1.0,0.0
36097,Hugues,FR,1.0,M,0.0,1.0,0.0
16262,Poh Lai,SG,3.0,F,1.0,0.0,0.0
921,Jianxing,CN,,not found,not found,not found,not found
922,Eng Huat,MY,,not found,not found,not found,not found
923,Likang,US,,not found,not found,not found,not found
48241,Moungi G.,US,2.0,F,1.0,0.0,0.0
43766,Srikrishna,US,1.0,M,0.0,1.0,0.0
16263,Zhongyi,AU,3.0,M,0.0,1.0,0.0
51721,Patricia,CL,2.0,F,1.0,0.0,0.0
37328,Madhusudhan,IN,1.0,?,0.0,0.0,1.0
16264,Zhigang,US,3.0,M,0.0,1.0,0.0
43999,Siddhartha,US,1.0,M,0.0,1.0,0.0
16265,Jayakumar,US,3.0,M,0.0,1.0,0.0
924,Qinghui,US,,not found,not found,not found,not found
16266,Chunhong,US,3.0,F,1.0,0.0,0.0
52341,Robert,US,2.0,M,0.0,1.0,0.0
925,Fangmin,US,,not found,not found,not found,not found
16267,Anumeha,US,3.0,F,1.0,0.0,0.0
16268,Yonghui,CN,3.0,M,0.0,1.0,0.0
926,Xumin,CN,,not found,not found,not found,not found
49444,John Michael,US,2.0,M,0.0,1.0,0.0
28304,Piyush,US,1.0,M,0.0,1.0,0.0
927,Bingchuan,CN,,not found,not found,not found,not found
16269,Ashkan,IR,3.0,M,0.0,1.0,0.0
37166,Lars,DE,1.0,M,0.0,1.0,0.0
40480,Aldric Renaud Gabriel Marie,FR,1.0,M,0.0,1.0,0.0
928,Huiqiang,CN,,not found,not found,not found,not found
16270,Yuan-Te,TW,3.0,M,0.0,1.0,0.0
16271,Lee Shuang,MY,3.0,F,1.0,0.0,0.0
16272,Asaki,JP,3.0,F,1.0,0.0,0.0
48955,Jacob O.,US,2.0,M,0.0,1.0,0.0
34513,Ju,KR,1.0,?,0.0,0.0,1.0
16273,Qiuhong,US,3.0,F,1.0,0.0,0.0
45970,Alexander,US,2.0,M,0.0,1.0,0.0
36748,Lili,CN,1.0,F,1.0,0.0,0.0
46754,Bruce,US,2.0,M,0.0,1.0,0.0
16274,Tsung-Shu,TW,3.0,M,0.0,1.0,0.0
16275,Wenlong,CN,3.0,M,0.0,1.0,0.0
47978,Emmanuel,US,2.0,M,0.0,1.0,0.0
28484,Hae Yun,KR,1.0,?,0.0,0.0,1.0
16276,Bozhi,CN,3.0,M,0.0,1.0,0.0
31224,Rosel,DE,1.0,F,1.0,0.0,0.0
53783,Wei,US,2.0,M,0.0,1.0,0.0
16277,Tzion,IL,3.0,M,0.0,1.0,0.0
16278,Mingyue,CN,3.0,F,1.0,0.0,0.0
28480,Pui Kei Johnston,US,1.0,F,0.9818182,0.0,0.0
28483,Hae Ree,KR,1.0,?,0.0,0.0,1.0
33511,Kunihiro,JP,1.0,M,0.0,1.0,0.0
929,Khojasteh,GB,,not found,not found,not found,not found
16279,Xiaoyu,CN,3.0,F,1.0,0.0,0.0
45330,Nok Hyun,KR,1.0,?,0.0,0.0,1.0
41387,Ahmed,US,1.0,M,0.0,1.0,0.0
930,Joonkyu,KR,,not found,not found,not found,not found
931,Sangkyu,KR,,not found,not found,not found,not found
932,Jilei,US,,not found,not found,not found,not found
933,Chiafu,CN,,not found,not found,not found,not found
30862,Elliot,NZ,1.0,M,0.0,1.0,0.0
36314,Hyoung Soo,KR,1.0,?,0.0,0.0,1.0
50369,Landry,DE,2.0,M,0.0,1.0,0.0
40481,Alberto,ES,1.0,M,0.0,1.0,0.0
29026,Mun ja,KR,1.0,?,0.0,0.0,1.0
16280,Zheng,CN,3.0,M,0.0,1.0,0.0
44013,Subhajit,IN,1.0,M,0.0,1.0,0.0
48153,Felix Daniel,US,2.0,M,0.0,1.0,0.0
46049,Amal,IN,2.0,M,0.0,1.0,0.0
16281,Batakrishna,US,3.0,M,0.0,1.0,0.0
33303,Kouji,JP,1.0,M,0.0,1.0,0.0
16282,Jasen,CN,3.0,M,0.0,1.0,0.0
16283,Yuanyuan,CN,3.0,F,1.0,0.0,0.0
934,Juei-Chi,TW,,not found,not found,not found,not found
47063,Ching-Sang,US,2.0,F,1.0,0.0,0.0
38400,Trivikram,IN,1.0,M,0.0,1.0,0.0
935,Phanindraja,US,,not found,not found,not found,not found
37792,Lorna Mateo,US,1.0,F,0.99921483,0.0,0.0
40038,Thanuja,IN,1.0,F,1.0,0.0,0.0
30629,Shlomi,IL,1.0,M,0.0,1.0,0.0
37060,Laurent,FR,1.0,M,0.0,1.0,0.0
38621,Won Ho,KR,1.0,M,0.0,1.0,0.0
48734,Hiroshi,JP,2.0,M,0.0,1.0,0.0
29837,Hiromi,JP,1.0,F,0.83333331,0.0,0.0
936,Dehua,CN,,not found,not found,not found,not found
29616,Ho-Song,KR,1.0,M,0.0,1.0,0.0
44398,Su Chang,KR,1.0,F,1.0,0.0,0.0
48223,Fred Daniel,US,2.0,M,0.0,1.0,0.0
45863,Ahmad,US,2.0,M,0.0,1.0,0.0
937,Siyang,CN,,not found,not found,not found,not found
30857,Shilpa,US,1.0,F,1.0,0.0,0.0
51644,Or,US,2.0,M,0.0,1.0,0.0
938,Tianfeng,CN,,not found,not found,not found,not found
939,Joungyoung,KR,,not found,not found,not found,not found
16284,Junka,JP,3.0,F,1.0,0.0,0.0
940,Shifeng,CN,,not found,not found,not found,not found
48892,Iurii,DE,2.0,M,0.0,1.0,0.0
42497,Yelena,US,1.0,F,1.0,0.0,0.0
16285,Koustubh Dnyandeo,US,3.0,M,0.0,1.0,0.0
47414,Daniel,ES,2.0,M,0.0,1.0,0.0
941,Guangyan,CN,,not found,not found,not found,not found
942,Xiaolei,CN,,not found,not found,not found,not found
943,Yun,HK,,not found,not found,not found,not found
31803,Gireesha Udagani,IN,1.0,F,1.0,0.0,0.0
36203,Matthew Ken,GB,1.0,M,0.0,1.0,0.0
16286,Tao,CN,3.0,M,0.0,1.0,0.0
39788,Byeong Moon,KR,1.0,?,0.0,0.0,1.0
944,Yongho,KR,,not found,not found,not found,not found
50625,Luis Javier,MX,2.0,M,0.0,1.0,0.0
945,Eigo,JP,,not found,not found,not found,not found
44480,Do Young,KR,1.0,?,0.0,0.0,1.0
16287,Zhiqi,CN,3.0,F,1.0,0.0,0.0
45806,Adam,US,2.0,M,0.0,1.0,0.0
16288,Bohao,CN,3.0,M,0.0,1.0,0.0
34055,Johannes,SE,1.0,M,0.0,1.0,0.0
30735,Shunsuke,JP,1.0,M,0.0,1.0,0.0
40024,Tetsuro,JP,1.0,M,0.0,1.0,0.0
31829,Ritesh Tukaram,IN,1.0,M,0.0,1.0,0.0
42136,Yeong Rae,KR,1.0,?,0.0,0.0,1.0
946,Jiawei,CN,,not found,not found,not found,not found
44854,Peter Ojo,US,1.0,M,0.0,1.0,0.0
54151,Yan,US,2.0,M,0.0,1.0,0.0
44642,Pawan Liladhar,IN,1.0,M,0.0,1.0,0.0
31365,Sadayuki,JP,1.0,M,0.0,1.0,0.0
46065,Amit,US,2.0,M,0.0,1.0,0.0
38918,Vishal,US,1.0,M,0.0,1.0,0.0
43074,Sultan,SA,1.0,M,0.0,1.0,0.0
947,Chudi,US,,not found,not found,not found,not found
16289,Xinwei,US,3.0,F,1.0,0.0,0.0
948,Zhongfeng,DE,,not found,not found,not found,not found
949,Chuntian,CN,,not found,not found,not found,not found
37872,Vache,US,1.0,M,0.0,1.0,0.0
950,Bumsung,KR,,not found,not found,not found,not found
951,Fenglei,CN,,not found,not found,not found,not found
952,Myounghwan,KR,,not found,not found,not found,not found
953,Fan,CN,,not found,not found,not found,not found
49700,Joshua,US,2.0,M,0.0,1.0,0.0
33090,Kenichi,JP,1.0,M,0.0,1.0,0.0
28152,Ranbir,US,1.0,M,0.0,1.0,0.0
